[2025-07-25 14:52:23] [INFO] [gru.py:27] - Loading dataset from: dataset\YouTube\processed\extracted_labels_Youtube.csv
[2025-07-25 14:52:23] [INFO] [gru.py:32] - Using device: cuda
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 1] Loss: 1.2382 | Accuracy: 54.5455%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 2] Loss: 1.2641 | Accuracy: 51.1364%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 3] Loss: 0.9684 | Accuracy: 57.9545%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 4] Loss: 1.0438 | Accuracy: 51.1364%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 5] Loss: 0.8974 | Accuracy: 63.6364%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 6] Loss: 0.8853 | Accuracy: 64.7727%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 7] Loss: 0.8234 | Accuracy: 60.2273%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 8] Loss: 1.0515 | Accuracy: 46.5909%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 9] Loss: 0.6547 | Accuracy: 75.0000%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 10] Loss: 0.8433 | Accuracy: 59.0909%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 11] Loss: 0.7184 | Accuracy: 63.6364%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 12] Loss: 0.7054 | Accuracy: 64.7727%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 13] Loss: 0.5803 | Accuracy: 70.4545%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 14] Loss: 0.6616 | Accuracy: 67.0455%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 15] Loss: 0.8756 | Accuracy: 61.3636%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 16] Loss: 0.7348 | Accuracy: 65.9091%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 17] Loss: 0.4590 | Accuracy: 80.6818%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 18] Loss: 0.4482 | Accuracy: 77.2727%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 19] Loss: 0.5584 | Accuracy: 72.7273%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 20] Loss: 0.7175 | Accuracy: 61.3636%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 21] Loss: 0.6552 | Accuracy: 76.1364%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 22] Loss: 0.5035 | Accuracy: 72.7273%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 23] Loss: 0.5347 | Accuracy: 70.4545%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 24] Loss: 0.6014 | Accuracy: 71.5909%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 25] Loss: 0.5534 | Accuracy: 73.8636%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 26] Loss: 0.5625 | Accuracy: 78.4091%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 27] Loss: 0.5107 | Accuracy: 81.8182%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 28] Loss: 0.4307 | Accuracy: 78.4091%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 29] Loss: 0.4368 | Accuracy: 80.6818%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 30] Loss: 0.3831 | Accuracy: 84.0909%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 31] Loss: 0.4119 | Accuracy: 79.5455%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 32] Loss: 0.4417 | Accuracy: 86.3636%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 33] Loss: 0.4016 | Accuracy: 77.2727%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 34] Loss: 0.4661 | Accuracy: 81.8182%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 35] Loss: 0.5736 | Accuracy: 72.7273%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 36] Loss: 0.4521 | Accuracy: 80.6818%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 37] Loss: 0.3050 | Accuracy: 86.3636%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 38] Loss: 0.4842 | Accuracy: 78.4091%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 39] Loss: 0.4845 | Accuracy: 79.5455%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 40] Loss: 0.3883 | Accuracy: 80.6818%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 41] Loss: 0.4183 | Accuracy: 81.8182%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 42] Loss: 0.3596 | Accuracy: 79.5455%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 43] Loss: 0.4169 | Accuracy: 80.6818%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 44] Loss: 0.3850 | Accuracy: 81.8182%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 45] Loss: 0.3467 | Accuracy: 85.2273%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 46] Loss: 0.3861 | Accuracy: 84.0909%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 47] Loss: 0.3890 | Accuracy: 80.6818%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 48] Loss: 0.4041 | Accuracy: 85.2273%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 49] Loss: 0.3589 | Accuracy: 84.0909%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 50] Loss: 0.4061 | Accuracy: 87.5000%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 51] Loss: 0.4589 | Accuracy: 85.2273%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 52] Loss: 0.3249 | Accuracy: 87.5000%
[2025-07-25 14:52:24] [INFO] [gru.py:84] - [Epoch 53] Loss: 0.3854 | Accuracy: 88.6364%
